baseStoryId,baseStoryTitle,contentWorld,contentLabel,sourceSensitivityTier,primaryValue,supportingValue,carryingWordSeed,ageBandCoverage,plannedExperienceCount,sourceSummary,parentSourceNote,authenticityRisk,ritualPotential,parentMirrorPotential,bedtimePotential,releasePhase,releasePriority,reviewStatus,notes
"BSI-0065","ganesha story seed 25","ganesha","traditional_retelling","tier_2_traditional_retelling","gratitude","wisdom","gratitude","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0066","ganesha story seed 26","ganesha","traditional_retelling","tier_2_traditional_retelling","humility","humility","humility","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0067","ganesha story seed 27","ganesha","traditional_retelling","tier_2_traditional_retelling","devotion","compassion","devotion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0068","ganesha story seed 28","ganesha","canonical_story","tier_1_canonical_sacred","friendship","discipline","friendship","ages_3_5|ages_6_8|ages_9_12","3","Conservative canonical episode framing for child-safe retelling; exact verse mapping requires reviewer confirmation.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","high","medium","high","medium","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0069","ganesha story seed 29","ganesha","traditional_retelling","tier_2_traditional_retelling","generosity","service","generosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0070","ganesha story seed 30","ganesha","traditional_retelling","tier_2_traditional_retelling","focus","wisdom","focus","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","high","later_phase","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0071","hanuman story seed 1","hanuman","traditional_retelling","tier_2_traditional_retelling","forgiveness","humility","forgiveness","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","private_alpha","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0072","hanuman story seed 2","hanuman","traditional_retelling","tier_2_traditional_retelling","discipline","compassion","discipline","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0073","hanuman story seed 3","hanuman","traditional_retelling","tier_2_traditional_retelling","compassion","discipline","compassion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","later_phase","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0074","hanuman story seed 4","hanuman","traditional_retelling","tier_2_traditional_retelling","respect","service","respect","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","private_alpha","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0075","hanuman story seed 5","hanuman","traditional_retelling","tier_2_traditional_retelling","curiosity","wisdom","curiosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0076","hanuman story seed 6","hanuman","traditional_retelling","tier_2_traditional_retelling","responsibility","humility","responsibility","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0077","hanuman story seed 7","hanuman","canonical_story","tier_1_canonical_sacred","calm","compassion","calm","ages_3_5|ages_6_8|ages_9_12","3","Conservative canonical episode framing for child-safe retelling; exact verse mapping requires reviewer confirmation.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","high","medium","medium","medium","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0078","hanuman story seed 8","hanuman","traditional_retelling","tier_2_traditional_retelling","self-control","discipline","self-control","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0079","hanuman story seed 9","hanuman","traditional_retelling","tier_2_traditional_retelling","wisdom","service","wisdom","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0080","hanuman story seed 10","hanuman","traditional_retelling","tier_2_traditional_retelling","service","wisdom","service","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","private_alpha","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
